,TF,Target,Label
19094,1109,20,1
19095,1109,280,1
19096,1109,849,1
19097,1109,931,1
19098,1109,631,1
19099,1109,42,1
19100,1109,349,1
19101,1109,53,1
19102,1109,434,1
19103,1109,899,1
19104,1109,46,1
19105,1109,432,1
19106,1109,61,1
19107,1109,186,1
19108,1109,607,1
19109,1109,35,1
19110,1109,1064,1
19111,1109,147,1
19112,1109,59,1
19113,1109,762,1
19114,1109,873,1
19115,1109,369,1
19116,1109,494,1
19117,1109,475,1
19118,1109,171,1
19119,1109,296,1
19120,1109,395,1
19121,1109,454,1
19122,1109,844,1
19123,1109,92,1
19124,1109,609,1
19125,1109,852,1
19126,1109,911,1
19127,1109,590,1
19128,1109,217,1
19129,1109,233,1
19130,1109,138,1
19131,1109,777,1
19132,1109,271,1
19133,1109,101,1
19134,1109,761,1
19135,1109,177,1
19136,1109,870,1
19137,1109,158,1
19138,1109,816,1
19139,1109,70,1
19140,1109,880,1
19141,1109,549,1
19142,1109,801,1
19143,1109,489,1
19144,1109,759,1
19145,1109,197,1
19146,1109,317,1
19147,1109,1016,1
19148,1109,1005,1
19149,1109,323,1
19150,1109,753,1
19151,1109,621,1
19152,1109,383,1
19153,1109,568,1
19154,1109,663,1
19155,1109,773,1
19156,1109,1065,1
19157,1109,331,1
19158,1109,102,1
19159,1109,886,1
19160,1109,752,1
19161,1109,951,1
19162,1109,834,1
19163,1109,25,1
19164,1109,1082,1
19165,1109,805,1
19166,1109,839,1
19167,1109,687,1
19168,1109,835,1
19169,1109,877,1
19170,1109,199,1
19171,1109,639,1
19172,1109,31,1
19173,1109,282,1
19174,1109,862,1
19175,1109,559,1
19176,1109,267,1
19177,1109,878,1
19178,1109,820,1
19179,1118,292,1
19180,1118,842,1
19181,1118,159,1
19182,1118,93,1
19183,1118,489,1
19184,1118,723,1
19185,1118,621,1
19186,1118,310,1
19187,1118,543,1
19188,1118,311,1
19189,1118,469,1
19190,1118,602,1
19191,1118,191,1
19192,1118,790,1
19193,1118,157,1
19194,1118,592,1
19195,1118,879,1
19196,1118,722,1
19197,1118,666,1
19198,1118,421,1
19199,1118,496,1
19200,1118,827,1
19201,1118,579,1
19202,1118,507,1
19203,1118,466,1
19204,1118,752,1
19205,1118,777,1
19206,1118,136,1
19207,1118,784,1
19208,1118,218,1
19209,1118,926,1
19210,1118,156,1
19211,1118,451,1
19212,1118,787,1
19213,1118,905,1
19214,1118,1099,1
19215,1118,417,1
19216,1118,1063,1
19217,1118,694,1
19218,1118,515,1
19219,1118,275,1
19220,1118,398,1
19221,1118,106,1
19222,1118,438,1
19223,1118,897,1
19224,1118,141,1
19225,1118,936,1
19226,1118,1077,1
19227,1118,49,1
19228,1118,609,1
19229,1118,652,1
19230,1118,585,1
19231,1118,74,1
19232,1118,1073,1
19233,1118,718,1
19234,1118,259,1
19235,1118,870,1
19236,1118,798,1
19237,1118,758,1
19238,1118,392,1
19239,1118,796,1
19240,1118,1015,1
19241,1118,724,1
19242,1118,859,1
19243,1118,1016,1
19244,1118,168,1
19245,1118,732,1
19246,1118,26,1
19247,1118,10,1
19248,1118,77,1
19249,1118,1008,1
19250,1118,1101,1
19251,1118,340,1
19252,1118,892,1
19253,1118,1107,1
19254,1118,298,1
19255,1118,1028,1
19256,1118,786,1
19257,1118,504,1
19258,1118,531,1
19259,1118,677,1
19260,1118,478,1
19261,1118,1030,1
19262,1118,124,1
19263,1118,934,1
19264,1118,305,1
19265,1118,411,1
19266,1118,1019,1
19267,1118,238,1
19268,1118,253,1
19269,1118,863,1
19270,1118,424,1
19271,1118,380,1
19272,1118,231,1
19273,1118,682,1
19274,1118,1018,1
19275,1118,624,1
19276,1118,878,1
19277,1118,593,1
19278,1118,542,1
19279,1118,123,1
19280,1118,935,1
19281,1118,749,1
19282,1118,255,1
19283,1118,509,1
19284,1118,545,1
19285,1118,4,1
19286,1118,969,1
19287,1118,65,1
19288,1118,207,1
19289,1118,1074,1
19290,1118,900,1
19291,1118,921,1
19292,1118,995,1
19293,1118,946,1
19294,1118,880,1
19295,1118,36,1
19296,1118,1119,1
19297,1118,295,1
19298,1118,322,1
19299,1118,721,1
19300,1118,372,1
19301,1118,877,1
19302,1118,505,1
19303,1118,248,1
19304,1118,769,1
19305,1118,814,1
19306,1118,993,1
19307,1118,862,1
19308,1118,454,1
19309,1118,986,1
19310,1118,887,1
19311,1118,1076,1
19312,1118,497,1
19313,1118,573,1
19314,1118,729,1
19315,1118,485,1
19316,1118,1032,1
19317,1118,297,1
19318,1118,382,1
19319,1118,895,1
19320,1118,893,1
19321,1118,996,1
19322,1118,230,1
19323,1118,326,1
19324,1118,42,1
19325,1118,924,1
19326,1118,562,1
19327,1118,188,1
19328,1118,844,1
19329,1118,3,1
19330,1118,142,1
19331,1118,841,1
19332,1118,60,1
19333,1118,363,1
19334,1118,243,1
19335,1118,105,1
19336,1118,514,1
19337,1118,128,1
19338,1118,1052,1
19339,1118,174,1
19340,1118,725,1
19341,1118,925,1
19342,1118,413,1
19343,1118,262,1
19344,1118,389,1
19345,1118,629,1
19346,1118,404,1
19347,1118,200,1
19348,1118,152,1
19349,1118,651,1
19350,1118,549,1
19351,1118,580,1
19352,1118,684,1
19353,1118,284,1
19354,1118,747,1
19355,1118,539,1
19356,1118,508,1
19357,1118,836,1
19358,1118,627,1
19359,1118,1115,1
19360,1118,868,1
19361,1118,343,1
19362,1118,568,1
19363,1118,1053,1
19364,1118,997,1
19365,1118,506,1
19366,1118,910,1
19367,1118,516,1
19368,1118,567,1
19369,1118,550,1
19370,1118,210,1
19371,1118,659,1
19372,1118,160,1
19373,1118,258,1
19374,1118,1066,1
19375,1118,254,1
19376,1118,66,1
19377,1118,1089,1
19378,1118,813,1
19379,1118,133,1
19380,1118,162,1
19381,1118,1031,1
19382,1118,318,1
19383,1118,668,1
19384,1118,739,1
19385,1118,551,1
19386,1118,908,1
19387,1118,821,1
19388,1118,94,1
19389,1118,194,1
19390,1118,785,1
19391,1118,914,1
19392,1118,755,1
19393,1118,270,1
19394,1118,477,1
19395,1118,1094,1
19396,1118,931,1
19397,1118,618,1
19398,1118,591,1
19399,1118,409,1
19400,1118,143,1
19401,1118,992,1
19402,1118,537,1
19403,1118,587,1
19404,1118,317,1
19405,1118,687,1
19406,1118,323,1
19407,1118,15,1
19408,1118,475,1
19409,1118,648,1
19410,1118,175,1
19411,1118,820,1
19412,1118,598,1
19413,1118,1075,1
19414,1118,149,1
19415,1118,158,1
19416,1118,553,1
19417,1118,636,1
19418,1118,100,1
19419,1118,860,1
19420,1118,347,1
19421,1118,233,1
19422,1118,770,1
19423,1118,1033,1
19424,1118,432,1
19425,1118,313,1
19426,1118,51,1
19427,1118,576,1
19428,1118,419,1
19429,1118,1002,1
19430,1118,483,1
19431,1118,834,1
19432,1118,426,1
19433,1118,680,1
19434,1118,848,1
19435,1118,899,1
19436,1118,766,1
19437,1118,763,1
19438,1118,822,1
19439,1118,355,1
19440,1118,982,1
19441,1118,330,1
19442,1118,111,1
19443,1118,43,1
19444,1118,1085,1
19445,1118,91,1
19446,1118,336,1
19447,1118,441,1
19448,1118,170,1
19449,1118,731,1
19450,1118,810,1
19451,1118,154,1
19452,1118,525,1
19453,1118,597,1
19454,1118,671,1
19455,1118,835,1
19456,1118,698,1
19457,1118,874,1
19458,1118,697,1
19459,1118,448,1
19460,1118,816,1
19461,1118,547,1
19462,1118,1117,1
19463,1118,250,1
19464,1118,619,1
19465,1118,1012,1
19466,1118,205,1
19467,1118,811,1
19468,1118,566,1
19469,1118,379,1
19470,1118,1,1
19471,1118,1064,1
19472,1118,459,1
19473,1118,1029,1
19474,1118,806,1
19475,1118,891,1
19476,1118,354,1
19477,1118,633,1
19478,1118,691,1
19479,1118,967,1
19480,1118,709,1
19481,1118,959,1
19482,1118,167,1
19483,1118,89,1
19484,1118,181,1
19485,1118,653,1
19486,1118,741,1
19487,1118,324,1
19488,1118,28,1
19489,1118,83,1
19490,1118,316,1
19491,1118,1036,1
19492,1118,833,1
19493,1118,994,1
19494,1118,610,1
19495,1118,271,1
19496,1118,388,1
19497,1118,660,1
19498,1118,434,1
19499,1118,294,1
19500,1118,385,1
19501,1118,11,1
19502,1118,13,1
19503,1118,601,1
19504,1118,45,1
19505,1118,199,1
19506,1118,129,1
19507,1118,1051,1
19508,1118,444,1
19509,1118,1038,1
19510,1118,1004,1
19511,1118,29,1
19512,1118,38,1
19513,1118,110,1
19514,1118,876,1
19515,1118,465,1
19516,1118,962,1
19517,1118,23,1
19518,1118,735,1
19519,1118,950,1
19520,1118,445,1
19521,1118,1072,1
19522,1118,548,1
19523,1118,644,1
19524,1118,951,1
19525,1118,358,1
19526,1118,727,1
19527,1118,69,1
19528,1118,667,1
19529,1118,138,1
19530,1118,809,1
19531,1118,517,1
19532,1118,690,1
19533,1118,73,1
19534,1118,237,1
19535,1118,121,1
19536,1118,17,1
19537,1118,92,1
19538,1118,425,1
19539,1118,122,1
19540,1118,117,1
19541,1118,957,1
19542,1118,1068,1
19543,1118,32,1
19544,1118,433,1
19545,1118,634,1
19546,1118,502,1
19547,1118,357,1
19548,1118,57,1
19549,1118,956,1
19550,1118,510,1
19551,1118,625,1
19552,1118,268,1
19553,1118,304,1
19554,1118,285,1
19555,1118,25,1
19556,1118,538,1
19557,1118,153,1
19558,1118,789,1
19559,1118,978,1
19560,1118,296,1
19561,1118,76,1
19562,1118,1050,1
19563,1118,975,1
19564,1118,163,1
19565,1118,564,1
19566,1118,513,1
19567,1118,699,1
19568,1118,197,1
19569,1118,886,1
19570,1118,1017,1
19571,1118,1046,1
19572,1118,329,1
19573,1118,631,1
19574,1118,532,1
19575,1118,499,1
19576,1118,387,1
19577,1118,47,1
19578,1118,35,1
19579,1118,788,1
19580,1118,853,1
19581,1118,744,1
19582,1118,24,1
19583,1118,306,1
19584,1118,817,1
19585,1118,596,1
19586,1118,212,1
19587,1118,109,1
19588,1118,384,1
19589,1118,622,1
19590,1118,186,1
19591,1118,473,1
19592,1118,40,1
19593,1118,751,1
19594,1118,491,1
19595,1118,339,1
19596,1118,773,1
19597,1118,127,1
19598,1118,484,1
19599,1118,688,1
19600,1118,381,1
19601,1118,281,1
19602,1118,95,1
19603,1118,59,1
19604,1118,937,1
19605,1118,80,1
19606,1118,300,1
19607,1118,350,1
19608,1118,346,1
19609,1118,932,1
19610,1118,467,1
19611,1118,183,1
19612,1118,55,1
19613,1118,1084,1
19614,1118,706,1
19615,1118,990,1
19616,1118,750,1
19617,1118,79,1
19618,1118,86,1
19619,1118,915,1
19620,1118,99,1
19621,1118,365,1
19622,1118,1055,1
19623,1118,145,1
19624,1118,280,1
19625,1118,855,1
19626,1118,560,1
19627,1118,2,1
19628,1118,146,1
19629,1118,738,1
19630,1118,611,1
19631,1118,689,1
19632,1118,571,1
19633,1118,82,1
19634,1118,906,1
19635,1118,390,1
19636,1118,427,1
19637,1118,849,1
19638,1118,533,1
19639,1118,429,1
19640,1118,712,1
19641,1118,236,1
19642,1118,615,1
19643,1118,559,1
19644,1118,72,1
19645,1118,6,1
19646,1118,1106,1
19647,1118,494,1
19648,1118,824,1
19649,1118,623,1
19650,1118,1096,1
19651,1118,1104,1
19652,1118,192,1
19653,1118,267,1
19654,1118,656,1
19655,1118,222,1
19656,1118,405,1
19657,1118,225,1
19658,1118,1078,1
19659,1118,1069,1
19660,1118,662,1
19661,1118,1020,1
19662,1118,837,1
19663,1118,989,1
19664,1118,778,1
19665,1118,302,1
19666,1118,431,1
19667,1118,1045,1
19668,1118,436,1
19669,1118,920,1
19670,1118,228,1
19671,1118,561,1
19672,1118,290,1
19673,1118,58,1
19674,1118,22,1
19675,1118,75,1
19676,1118,126,1
19677,1118,395,1
19678,1118,98,1
19679,1118,708,1
19680,1118,991,1
19681,1118,260,1
19682,1118,273,1
19683,1118,119,1
19684,1118,645,1
19685,1118,187,1
19686,1118,252,1
19687,1118,696,1
19688,1118,63,1
19689,1118,655,1
19690,1118,642,1
19691,1118,572,1
19692,1118,730,1
19693,1118,81,1
19694,1118,669,1
19695,1118,375,1
19696,1118,979,1
19697,1118,884,1
19698,1118,312,1
19699,1118,818,1
19700,1118,333,1
19701,1118,780,1
19702,1118,799,1
19703,1118,748,1
19704,1118,757,1
19705,1118,498,1
19706,1118,753,1
19707,1118,1071,1
19708,1118,970,1
19709,1118,943,1
19710,1118,428,1
19711,1118,626,1
19712,1118,942,1
19713,1118,493,1
19714,1118,480,1
19715,1118,334,1
19716,1118,896,1
19717,1118,352,1
19718,1118,805,1
19719,1118,856,1
19720,1118,437,1
19721,1118,9,1
19722,1118,251,1
19723,1118,1013,1
19724,1118,681,1
19725,1118,287,1
19726,1118,349,1
19727,1118,325,1
19728,1118,1026,1
19729,1118,1097,1
19730,1118,801,1
19731,1118,679,1
19732,1118,180,1
19733,1118,135,1
19734,1118,866,1
19735,1118,630,1
19736,1118,945,1
19737,1118,217,1
19738,1118,151,1
19739,1118,792,1
19740,1118,715,1
19741,1118,341,1
19742,1118,85,1
19743,1118,366,1
19744,1118,1007,1
19745,1118,500,1
19746,1118,586,1
19747,1118,795,1
19748,1118,565,1
19749,1118,120,1
19750,1118,873,1
19751,1118,563,1
19752,1118,1041,1
19753,1118,249,1
19754,1118,1080,1
19755,1118,512,1
19756,1118,1042,1
19757,1118,742,1
19758,1118,919,1
19759,1118,673,1
19760,1118,518,1
19761,1118,1060,1
19762,1118,369,1
19763,1118,30,1
19764,1118,639,1
19765,1118,536,1
19766,1118,912,1
19767,1118,980,1
19768,1118,616,1
19769,1118,1054,1
19770,1118,356,1
19771,1118,173,1
19772,1118,793,1
19773,1118,476,1
19774,1118,178,1
19775,1118,283,1
19776,1118,481,1
19777,1118,832,1
19778,1118,399,1
19779,1118,471,1
19780,1118,826,1
19781,1118,939,1
19782,1118,1044,1
19783,1118,1070,1
19784,1118,204,1
19785,1118,61,1
19786,1118,101,1
19787,1118,840,1
19788,1118,1022,1
19789,1118,359,1
19790,1118,521,1
19791,1118,865,1
19792,1118,453,1
19793,1118,221,1
19794,1118,617,1
19795,1118,819,1
19796,1118,762,1
19797,1118,193,1
19798,1118,797,1
19799,1118,984,1
19800,1118,293,1
19801,1118,875,1
19802,1118,1111,1
19803,1118,460,1
19804,46,703,0
19805,46,513,0
19806,46,627,0
19807,46,237,0
19808,46,827,0
19809,46,215,0
19810,46,1114,0
19811,46,282,0
19812,46,885,0
19813,46,193,0
19814,46,180,0
19815,46,480,0
19816,46,874,0
19817,46,1040,0
19818,46,919,0
19819,46,549,0
19820,46,377,0
19821,46,1069,0
19822,46,1038,0
19823,46,339,0
19824,46,346,0
19825,46,225,0
19826,46,350,0
19827,46,737,0
19828,46,361,0
19829,46,696,0
19830,46,692,0
19831,46,139,0
19832,46,51,0
19833,46,1078,0
19834,46,771,0
19835,46,838,0
19836,46,742,0
19837,46,246,0
19838,46,123,0
19839,46,291,0
19840,46,942,0
19841,46,424,0
19842,46,299,0
19843,46,955,0
19844,46,732,0
19845,46,192,0
19846,46,493,0
19847,46,373,0
19848,46,1005,0
19849,46,315,0
19850,46,1116,0
19851,46,1107,0
19852,46,691,0
19853,46,810,0
19854,46,914,0
19855,46,110,0
19856,46,1011,0
19857,46,228,0
19858,46,970,0
19859,46,243,0
19860,46,79,0
19861,46,682,0
19862,46,1065,0
19863,46,918,0
19864,46,637,0
19865,46,383,0
19866,46,512,0
19867,46,901,0
19868,46,866,0
19869,46,382,0
19870,46,856,0
19871,46,998,0
19872,46,731,0
19873,46,22,0
19874,46,1071,0
19875,46,1115,0
19876,46,391,0
19877,46,664,0
19878,46,1014,0
19879,46,560,0
19880,46,34,0
19881,46,760,0
19882,46,932,0
19883,46,520,0
19884,46,745,0
19885,46,1056,0
19886,46,451,0
19887,46,273,0
19888,46,267,0
19889,46,125,0
19890,46,725,0
19891,46,91,0
19892,46,67,0
19893,46,149,0
19894,46,231,0
19895,46,1033,0
19896,46,511,0
19897,46,803,0
19898,46,1087,0
19899,46,395,0
19900,46,388,0
19901,46,601,0
19902,46,689,0
19903,46,1024,0
19904,46,1089,0
19905,46,727,0
19906,46,229,0
19907,46,623,0
19908,46,681,0
19909,46,698,0
19910,46,533,0
19911,46,798,0
19912,46,515,0
19913,46,717,0
19914,46,285,0
19915,46,903,0
19916,46,296,0
19917,46,806,0
19918,46,234,0
19919,46,385,0
19920,46,112,0
19921,46,896,0
19922,46,118,0
19923,46,846,0
19924,46,389,0
19925,46,408,0
19926,46,655,0
19927,46,567,0
19928,46,809,0
19929,46,1075,0
19930,46,94,0
19931,46,986,0
19932,46,596,0
19933,46,870,0
19934,46,1068,0
19935,46,617,0
19936,46,460,0
19937,46,322,0
19938,46,1119,0
19939,46,529,0
19940,46,858,0
19941,46,527,0
19942,46,37,0
19943,46,709,0
19944,46,845,0
19945,46,558,0
19946,46,38,0
19947,46,953,0
19948,46,784,0
19949,46,143,0
19950,46,593,0
19951,46,271,0
19952,46,374,0
19953,46,605,0
19954,46,603,0
19955,46,17,0
19956,46,550,0
19957,46,29,0
19958,46,279,0
19959,46,699,0
19960,46,1003,0
19961,46,86,0
19962,46,426,0
19963,46,309,0
19964,46,198,0
19965,46,945,0
19966,46,107,0
19967,46,47,0
19968,46,791,0
19969,46,821,0
19970,46,1015,0
19971,46,316,0
19972,46,565,0
19973,46,642,0
19974,46,1084,0
19975,46,317,0
19976,46,525,0
19977,46,815,0
19978,46,786,0
19979,46,203,0
19980,46,530,0
19981,46,864,0
19982,46,592,0
19983,46,836,0
19984,46,774,0
19985,46,972,0
19986,46,889,0
19987,46,332,0
19988,46,75,0
19989,46,996,0
19990,46,441,0
19991,46,917,0
19992,46,518,0
19993,46,311,0
19994,46,337,0
19995,46,566,0
19996,46,722,0
19997,46,548,0
19998,46,184,0
19999,46,531,0
20000,46,189,0
20001,46,221,0
20002,46,216,0
20003,46,628,0
20004,46,514,0
20005,46,1091,0
20006,46,170,0
20007,46,352,0
20008,46,920,0
20009,46,65,0
20010,46,634,0
20011,46,988,0
20012,46,912,0
20013,46,1008,0
20014,46,578,0
20015,46,301,0
20016,46,8,0
20017,46,327,0
20018,46,755,0
20019,46,563,0
20020,46,269,0
20021,46,363,0
20022,46,830,0
20023,46,644,0
20024,46,680,0
20025,46,653,0
20026,46,148,0
20027,46,393,0
20028,46,434,0
20029,46,728,0
20030,46,987,0
20031,46,410,0
20032,46,274,0
20033,46,454,0
20034,46,35,0
20035,46,195,0
20036,46,714,0
20037,46,899,0
20038,46,488,0
20039,46,824,0
20040,46,951,0
20041,46,670,0
20042,46,366,0
20043,46,207,0
20044,46,324,0
20045,46,196,0
20046,46,688,0
20047,46,213,0
20048,46,406,0
20049,46,570,0
20050,46,839,0
20051,46,257,0
20052,46,42,0
20053,46,591,0
20054,46,534,0
20055,46,1080,0
20056,46,259,0
20057,46,152,0
20058,46,776,0
20059,46,5,0
20060,46,931,0
20061,46,104,0
20062,46,82,0
20063,46,244,0
20064,46,546,0
20065,46,967,0
20066,46,1081,0
20067,46,964,0
20068,46,176,0
20069,46,555,0
20070,46,1022,0
20071,46,62,0
20072,46,887,0
20073,46,27,0
20074,46,93,0
20075,46,212,0
20076,46,130,0
20077,46,868,0
20078,46,510,0
20079,46,1051,0
20080,46,1077,0
20081,46,242,0
20082,46,767,0
20083,46,342,0
20084,46,884,0
20085,46,602,0
20086,46,799,0
20087,46,36,0
20088,46,736,0
20089,46,438,0
20090,46,230,0
20091,46,621,0
20092,46,476,0
20093,46,1034,0
20094,46,792,0
20095,46,1027,0
20096,46,188,0
20097,46,569,0
20098,46,853,0
20099,46,940,0
20100,46,398,0
20101,46,1103,0
20102,46,39,0
20103,46,695,0
20104,46,650,0
20105,46,1013,0
20106,46,134,0
20107,46,222,0
20108,46,369,0
20109,46,71,0
20110,46,405,0
20111,46,551,0
20112,46,364,0
20113,46,568,0
20114,46,254,0
20115,46,1012,0
20116,46,502,0
20117,46,124,0
20118,46,479,0
20119,46,386,0
20120,46,417,0
20121,46,413,0
20122,46,303,0
20123,46,191,0
20124,46,857,0
20125,46,52,0
20126,46,753,0
20127,46,863,0
20128,46,1028,0
20129,46,539,0
20130,46,1054,0
20131,46,640,0
20132,46,68,0
20133,46,700,0
20134,46,358,0
20135,46,466,0
20136,46,796,0
20137,46,200,0
20138,46,278,0
20139,46,693,0
20140,46,61,0
20141,46,24,0
20142,46,1043,0
20143,46,876,0
20144,46,1074,0
20145,46,462,0
20146,46,936,0
20147,46,281,0
20148,46,486,0
20149,46,1,0
20150,46,255,0
20151,46,840,0
20152,46,287,0
20153,46,938,0
20154,46,763,0
20155,46,272,0
20156,46,923,0
20157,46,818,0
20158,46,178,0
20159,46,1076,0
20160,46,1066,0
20161,46,1049,0
20162,46,351,0
20163,46,677,0
20164,46,638,0
20165,46,154,0
20166,46,435,0
20167,46,59,0
20168,46,218,0
20169,46,632,0
20170,46,400,0
20171,46,943,0
20172,46,705,0
20173,46,397,0
20174,46,712,0
20175,46,613,0
20176,46,64,0
20177,46,503,0
20178,46,913,0
20179,46,72,0
20180,46,219,0
20181,46,881,0
20182,46,41,0
20183,46,583,0
20184,46,822,0
20185,46,4,0
20186,46,657,0
20187,46,922,0
20188,46,624,0
20189,46,993,0
20190,46,646,0
20191,46,694,0
20192,46,1050,0
20193,46,92,0
20194,46,807,0
20195,46,353,0
20196,46,458,0
20197,46,25,0
20198,46,344,0
20199,46,197,0
20200,46,298,0
20201,46,939,0
20202,46,1045,0
20203,46,375,0
20204,46,775,0
20205,46,733,0
20206,46,105,0
20207,46,759,0
20208,46,214,0
20209,46,252,0
20210,46,475,0
20211,46,553,0
20212,46,258,0
20213,46,411,0
20214,46,599,0
20215,46,474,0
20216,46,958,0
20217,46,778,0
20218,46,1098,0
20219,46,470,0
20220,46,224,0
20221,46,843,0
20222,46,508,0
20223,46,49,0
20224,46,921,0
20225,46,666,0
20226,46,1030,0
20227,46,348,0
20228,46,952,0
20229,46,459,0
20230,46,378,0
20231,46,898,0
20232,46,177,0
20233,46,140,0
20234,46,73,0
20235,46,619,0
20236,46,916,0
20237,46,915,0
20238,46,769,0
20239,46,117,0
20240,46,98,0
20241,46,357,0
20242,46,126,0
20243,46,202,0
20244,46,136,0
20245,46,241,0
20246,46,977,0
20247,46,805,0
20248,46,1105,0
20249,46,145,0
20250,46,837,0
20251,46,171,0
20252,46,50,0
20253,46,1016,0
20254,46,106,0
20255,46,491,0
20256,46,800,0
20257,46,882,0
20258,46,499,0
20259,46,577,0
20260,46,1112,0
20261,46,205,0
20262,46,907,0
20263,46,223,0
20264,46,403,0
20265,46,713,0
20266,46,676,0
20267,46,415,0
20268,46,678,0
20269,46,292,0
20270,46,233,0
20271,46,40,0
20272,46,1099,0
20273,46,308,0
20274,46,501,0
20275,46,779,0
20276,46,412,0
20277,46,941,0
20278,46,865,0
20279,46,100,0
20280,46,572,0
20281,46,227,0
20282,46,980,0
20283,46,966,0
20284,46,367,0
20285,46,173,0
20286,46,355,0
20287,46,880,0
20288,46,651,0
20289,46,817,0
20290,46,707,0
20291,46,962,0
20292,46,359,0
20293,46,576,0
20294,46,630,0
20295,46,833,0
20296,46,871,0
20297,46,328,0
20298,46,739,0
20299,46,1046,0
20300,46,831,0
20301,46,89,0
20302,46,116,0
20303,46,826,0
20304,46,447,0
20305,46,464,0
20306,46,816,0
20307,46,14,0
20308,46,721,0
20309,46,894,0
20310,46,497,0
20311,46,904,0
20312,46,156,0
20313,46,610,0
20314,46,1000,0
20315,46,321,0
20316,46,787,0
20317,46,925,0
20318,46,312,0
20319,46,179,0
20320,46,283,0
20321,46,251,0
20322,46,1070,0
20323,46,813,0
20324,46,399,0
20325,46,19,0
20326,46,365,0
20327,46,371,0
20328,46,483,0
20329,46,54,0
20330,46,790,0
20331,46,53,0
20332,46,1004,0
20333,46,997,0
20334,46,226,0
20335,46,111,0
20336,46,481,0
20337,46,181,0
20338,46,1088,0
20339,46,710,0
20340,46,336,0
20341,46,526,0
20342,46,270,0
20343,46,611,0
20344,46,746,0
20345,46,362,0
20346,46,668,0
20347,46,643,0
20348,46,662,0
20349,46,616,0
20350,46,20,0
20351,46,1019,0
20352,46,204,0
20353,46,1093,0
20354,46,409,0
20355,46,1102,0
20356,46,329,0
20357,46,131,0
20358,46,656,0
20359,46,240,0
20360,46,16,0
20361,46,911,0
20362,46,598,0
20363,46,659,0
20364,46,544,0
20365,46,545,0
20366,46,854,0
20367,46,498,0
20368,46,266,0
20369,46,326,0
20370,46,877,0
20371,46,305,0
20372,46,875,0
20373,46,396,0
20374,46,141,0
20375,46,906,0
20376,46,557,0
20377,46,808,0
20378,46,487,0
20379,46,768,0
20380,46,457,0
20381,46,890,0
20382,46,811,0
20383,46,159,0
20384,46,992,0
20385,46,789,0
20386,46,963,0
20387,46,496,0
20388,46,1092,0
20389,46,155,0
20390,46,848,0
20391,46,6,0
20392,46,376,0
20393,46,701,0
20394,46,949,0
20395,46,635,0
20396,46,277,0
20397,46,741,0
20398,46,852,0
20399,46,95,0
20400,46,910,0
20401,46,999,0
20402,46,665,0
20403,46,18,0
20404,46,794,0
20405,46,841,0
20406,46,517,0
20407,46,293,0
20408,46,556,0
20409,46,343,0
20410,46,461,0
20411,46,847,0
20412,46,384,0
20413,46,783,0
20414,46,934,0
20415,46,897,0
20416,46,70,0
20417,46,268,0
20418,46,60,0
20419,46,537,0
20420,46,633,0
20421,46,829,0
20422,46,924,0
20423,46,166,0
20424,46,325,0
20425,46,504,0
20426,46,360,0
20427,46,594,0
20428,46,795,0
20429,46,97,0
20430,46,1037,0
20431,46,288,0
20432,46,905,0
20433,46,250,0
20434,46,1018,0
20435,46,335,0
20436,46,208,0
20437,46,74,0
20438,46,319,0
20439,46,1031,0
20440,46,174,0
20441,46,394,0
20442,46,495,0
20443,46,349,0
20444,46,927,0
20445,46,32,0
20446,46,842,0
20447,46,718,0
20448,46,933,0
20449,46,647,0
20450,46,720,0
20451,46,928,0
20452,46,265,0
20453,46,448,0
20454,46,48,0
20455,46,387,0
20456,46,730,0
20457,46,574,0
20458,46,586,0
20459,46,429,0
20460,46,973,0
20461,46,535,0
20462,46,606,0
20463,46,1036,0
20464,46,505,0
20465,46,937,0
20466,46,297,0
20467,46,427,0
20468,46,153,0
20469,46,471,0
20470,46,862,0
20471,46,260,0
20472,46,26,0
20473,46,431,0
20474,46,844,0
20475,46,766,0
20476,46,715,0
20477,46,954,0
20478,46,1021,0
20479,46,738,0
20480,46,379,0
20481,51,1035,0
20482,51,953,0
20483,51,977,0
20484,51,838,0
20485,51,1049,0
20486,51,921,0
20487,51,823,0
20488,51,768,0
20489,51,579,0
20490,51,1100,0
20491,51,67,0
20492,51,14,0
20493,51,632,0
20494,51,1019,0
20495,51,530,0
20496,51,422,0
20497,51,541,0
20498,51,319,0
20499,51,649,0
20500,51,987,0
20501,51,234,0
20502,51,195,0
20503,51,1056,0
20504,51,463,0
20505,51,1006,0
20506,51,204,0
20507,51,1103,0
20508,51,373,0
20509,51,558,0
20510,51,705,0
20511,51,847,0
20512,51,414,0
20513,51,241,0
20514,51,529,0
20515,51,589,0
20516,51,1091,0
20517,51,613,0
20518,51,179,0
20519,51,889,0
20520,51,139,0
20521,51,184,0
20522,51,716,0
20523,51,278,0
20524,51,1095,0
20525,51,7,0
20526,51,393,0
20527,51,455,0
20528,51,970,0
20529,51,150,0
20530,51,33,0
20531,51,555,0
20532,51,468,0
20533,51,794,0
20534,51,68,0
20535,51,166,0
20536,51,12,0
20537,51,902,0
20538,51,599,0
20539,51,18,0
20540,51,144,0
20541,51,1009,0
20542,51,211,0
20543,51,895,0
20544,51,108,0
20545,51,728,0
20546,51,846,0
20547,51,791,0
20548,51,569,0
20549,51,203,0
20550,51,717,0
20551,51,1113,0
20552,51,362,0
